text,label,label_id
"leaf stripe, bacterial",Bacterial Blight,0
"straw colored, margin",Bacterial Blight,0
"water soaked, edge",Bacterial Blight,0
"turbid water, stem test",Bacterial Blight,0
"milky ooze, paddy",Bacterial Blight,0
"leaf tip, white stripe",Bacterial Blight,0
"flag leaf, yellow",Bacterial Blight,0
"seedling, kresek",Bacterial Blight,0
"yellow margin, leaf",Bacterial Blight,0
"bacterial ooze, white",Bacterial Blight,0
"white stripe, running down leaf",Bacterial Blight,0
"yellowing, starting at tip",Bacterial Blight,0
"leaf turning straw, from edge",Bacterial Blight,0
"margin lesion, water soaked",Bacterial Blight,0
"tip first, then blade yellows",Bacterial Blight,0
"pale yellow line, leaf edge",Bacterial Blight,0
"yellow stripe on leaf, both sides",Bacterial Blight,0
"lesion pale, then straw color",Bacterial Blight,0
bacteria in vascular tissue,Bacterial Blight,0
leaf with yellow white strip,Bacterial Blight,0
"pale margin, then dries",Bacterial Blight,0
"stripe both edges, yellow",Bacterial Blight,0
"water soaked border, morning",Bacterial Blight,0
"leaf losing green, from margin",Bacterial Blight,0
"tip to sheath, yellow stripe",Bacterial Blight,0
"yellow band, leaf blade",Bacterial Blight,0
"leaf blade stripe, both edges",Bacterial Blight,0
"stripe lesion, from tip",Bacterial Blight,0
"white margin, paddy leaf",Bacterial Blight,0
"pale yellow strip, leaf",Bacterial Blight,0
"leaf margin lesion, wet",Bacterial Blight,0
"yellow lesion, leaf edge",Bacterial Blight,0
"stripe on leaf, blight",Bacterial Blight,0
"leaf tip dead, blight",Bacterial Blight,0
"yellowing margin, paddy field",Bacterial Blight,0
"blade stripe, blight",Bacterial Blight,0
"yellow patch, leaf margin",Bacterial Blight,0
"blight lesion, leaf edge",Bacterial Blight,0
"marginal lesion, paddy",Bacterial Blight,0
"leaf edge, yellow white",Bacterial Blight,0
"diamond shaped spot, leaf",Leaf Blast,1
"spindle shaped lesion, paddy",Leaf Blast,1
"eye-shaped spot, on leaf",Leaf Blast,1
"pointed ends, lesion on leaf",Leaf Blast,1
"diamond mark, paddy leaf",Leaf Blast,1
"elliptical lesion, leaf blade",Leaf Blast,1
"rhombus shaped spot, blast",Leaf Blast,1
"cigar shaped lesion, leaf",Leaf Blast,1
"lens shaped spot, leaf",Leaf Blast,1
"oval pointed lesion, blast",Leaf Blast,1
"elongated spot, paddy leaf",Leaf Blast,1
"pointed oval, leaf blast",Leaf Blast,1
"spindle mark, leaf surface",Leaf Blast,1
"eye shape, grey center",Leaf Blast,1
"diamond pattern, leaf spots",Leaf Blast,1
"grey center, brown border",Leaf Blast,1
"ash grey middle, brown ring",Leaf Blast,1
"white grey center, dark rim",Leaf Blast,1
"pale grey spot, reddish border",Leaf Blast,1
"grey lesion, brown halo",Leaf Blast,1
"ash colored center, blast",Leaf Blast,1
"white center, dark brown margin",Leaf Blast,1
"grey white spot, brown edge",Leaf Blast,1
"brown border, grey inside",Leaf Blast,1
"reddish brown rim, pale center",Leaf Blast,1
"tan center, brown border",Leaf Blast,1
"dark brown margin, ash grey core",Leaf Blast,1
"grey necrotic center, blast",Leaf Blast,1
"pale center, dark ring, blast",Leaf Blast,1
"white grey mark, brown border",Leaf Blast,1
"tiny brown dot, leaf blade",Leaf Blast,1
"small water-soaked spot, leaf",Leaf Blast,1
"pinhead white dot, expanding",Leaf Blast,1
"small brown mark, early blast",Leaf Blast,1
"pale green spot, early blast",Leaf Blast,1
"first sign, brown dot leaf",Leaf Blast,1
"early blast, small dot leaf",Leaf Blast,1
"water-soaked pinhead, early",Leaf Blast,1
"small pale mark, blast start",Leaf Blast,1
"tiny spot, growing on leaf",Leaf Blast,1
"brown spot enlarging, grey center",Leaf Blast,1
"spot grows, turns grey middle",Leaf Blast,1
"lesion expands, ash inside",Leaf Blast,1
"spot getting bigger, grey center",Leaf Blast,1
"brown mark enlarging, blast",Leaf Blast,1
"spot widens, center bleaches",Leaf Blast,1
"enlarging lesion, pale center",Leaf Blast,1
"blast spot growing, grey",Leaf Blast,1
"brown dot growing large, blast",Leaf Blast,1
"expanding lesion, blast",Leaf Blast,1
"BG-307 variety, blast affected",Leaf Blast,1
blast mainly on BG-307,Leaf Blast,1
"BG-307 susceptible, leaf blast",Leaf Blast,1
"BG-307 paddy, blast infection",Leaf Blast,1
"blast disease, BG-307 variety",Leaf Blast,1
"neck rotting, blast",Leaf Blast,1
"panicle neck brown, blast",Leaf Blast,1
"neck lesion, brown blast",Leaf Blast,1
"neck rot, grain loss",Leaf Blast,1
"neck girdle, blast infection",Leaf Blast,1
"neck blast, white head",Leaf Blast,1
"panicle bending, neck blast",Leaf Blast,1
"empty panicle, neck blast",Leaf Blast,1
"white head, neck blast",Leaf Blast,1
"neck brown, grain not filled",Leaf Blast,1
"node turning black, blast",Leaf Blast,1
"stem node lesion, blast",Leaf Blast,1
"dark node, blast infection",Leaf Blast,1
"node rot, paddy stem",Leaf Blast,1
"black stem node, blast",Leaf Blast,1
"many spots, leaf blade",Leaf Blast,1
blast spots all over leaf,Leaf Blast,1
"dense lesions, leaf surface",Leaf Blast,1
"multiple marks, leaf blast",Leaf Blast,1
"spots coalescing, leaf",Leaf Blast,1
"lesions merging, blast",Leaf Blast,1
"leaf covered, blast spots",Leaf Blast,1
"many grey spots, leaf",Leaf Blast,1
"blast all over, leaf blade",Leaf Blast,1
"numerous marks, paddy leaf",Leaf Blast,1
"grey spots, paddy leaf",Leaf Blast,1
"white grey mark, blast",Leaf Blast,1
"ash colored, leaf blast",Leaf Blast,1
"pale grey patch, blast",Leaf Blast,1
"grey white streak, leaf",Leaf Blast,1
"ash grey lesion, blast",Leaf Blast,1
"whitish patch, brown rim",Leaf Blast,1
"pale ash spot, blast",Leaf Blast,1
"grey necrotic patch, blast",Leaf Blast,1
"white grey, paddy leaf blast",Leaf Blast,1
blast after cool night,Leaf Blast,1
"wet leaf, blast spreading",Leaf Blast,1
blast in humid weather,Leaf Blast,1
"blast worse, rainy season",Leaf Blast,1
"fungal blast, wet conditions",Leaf Blast,1
"blast after dew, cool morning",Leaf Blast,1
"humid night, blast infection",Leaf Blast,1
"blast triggered, leaf wetness",Leaf Blast,1
"cool wet, blast favorable",Leaf Blast,1
blast in irrigated field,Leaf Blast,1
"grey powder on lesion, blast",Leaf Blast,1
"fungal spores, blast lesion",Leaf Blast,1
"powdery surface, blast mark",Leaf Blast,1
sporulation on grey lesion,Leaf Blast,1
"fungal growth on spot, blast",Leaf Blast,1
"diamond spot, blast",Leaf Blast,1
"grey center, blast",Leaf Blast,1
"spindle shape, leaf",Leaf Blast,1
"eye shape, lesion",Leaf Blast,1
"brown border, grey",Leaf Blast,1
"neck blast, panicle",Leaf Blast,1
"node blast, stem",Leaf Blast,1
"BG-307, blast",Leaf Blast,1
"blast spots, leaf",Leaf Blast,1
"grey white, lesion",Leaf Blast,1
"lesion brown rim, grey",Leaf Blast,1
"blast, fungal",Leaf Blast,1
"paddy leaf, blast spot",Leaf Blast,1
"ash grey, brown ring",Leaf Blast,1
"spot enlarging, grey",Leaf Blast,1
"blast spreading, leaf",Leaf Blast,1
many grey spots,Leaf Blast,1
"white head, blast",Leaf Blast,1
"leaf blade, grey marks",Leaf Blast,1
"brown spots, grey center",Leaf Blast,1
"round to oval, blast lesion",Leaf Blast,1
"grey to white patch, blast",Leaf Blast,1
"dark bordered, grey center lesion",Leaf Blast,1
"leaf blast, ash center",Leaf Blast,1
"characteristic eye shape, blast",Leaf Blast,1
"blast lesion, pointed ends",Leaf Blast,1
"brown ringed, grey blast spot",Leaf Blast,1
"pale lesion, dark ring, blast",Leaf Blast,1
"oval grey spot, blast",Leaf Blast,1
"scattered brown marks, blast",Leaf Blast,1
"brown then grey, blast lesion",Leaf Blast,1
"spots with dark edges, blast",Leaf Blast,1
"blast spot, grey with brown halo",Leaf Blast,1
"leaf spot, diamond shape",Leaf Blast,1
"grey area inside, brown outside",Leaf Blast,1
"blast lesion, characteristic shape",Leaf Blast,1
"leaf discoloration, grey blast",Leaf Blast,1
"brown patches, expanding grey",Leaf Blast,1
"blast typical, eye shape",Leaf Blast,1
"lesion shape spindle, blast",Leaf Blast,1
"brown ring around grey, blast",Leaf Blast,1
"spreading grey marks, blast",Leaf Blast,1
"lesion white grey, brown edge",Leaf Blast,1
"blast marks, upper leaf",Leaf Blast,1
"flag leaf blast, grey spots",Leaf Blast,1
blast lesion on upper leaf,Leaf Blast,1
blast spreading from old leaves,Leaf Blast,1
"grey blast, leaf midrib",Leaf Blast,1
"lesion near midrib, blast",Leaf Blast,1
blast at tillering stage,Leaf Blast,1
"grey patch near vein, blast",Leaf Blast,1
"spindle lesion, blast disease",Leaf Blast,1
"blast, grey white spot",Leaf Blast,1
"diamond blast, paddy",Leaf Blast,1
"blast grey ash, leaf",Leaf Blast,1
"many small brown dots, leaf",Brown Spot,2
"dense brown dots, leaf surface",Brown Spot,2
"tiny brown dots, all over leaf",Brown Spot,2
"scattered brown dots, paddy leaf",Brown Spot,2
"small dark dots, leaf blade",Brown Spot,2
"dots everywhere, leaf surface",Brown Spot,2
"heavy brown dotting, leaf",Brown Spot,2
"fine dots, scattered on leaf",Brown Spot,2
"numerous dots, brown spot",Brown Spot,2
"pinhead dots, leaf surface",Brown Spot,2
"leaf peppered, brown dots",Brown Spot,2
"brown dot pattern, leaf",Brown Spot,2
"dense spotting, leaf blade",Brown Spot,2
"uniform dots, leaf surface",Brown Spot,2
"leaf covered, small brown dots",Brown Spot,2
"brown and black dots, leaf",Brown Spot,2
"dark brown dots, leaf",Brown Spot,2
"black dots mixed, brown dots",Brown Spot,2
"dark specks, leaf surface",Brown Spot,2
"tiny dark marks, paddy leaf",Brown Spot,2
"small black brown spots, leaf",Brown Spot,2
"mixed brown black, dots leaf",Brown Spot,2
"dark colored dots, dense",Brown Spot,2
"black and brown, dot pattern",Brown Spot,2
"brownish black dots, leaf",Brown Spot,2
"oval brown lesion, leaf",Brown Spot,2
"circular brown spot, leaf",Brown Spot,2
"round dark brown mark, leaf",Brown Spot,2
"oval dark lesion, brown spot",Brown Spot,2
"circular lesion, brown spot",Brown Spot,2
"round brown spot, leaf blade",Brown Spot,2
"oval mark, dark brown",Brown Spot,2
"circular brown patch, paddy",Brown Spot,2
"oval brown mark, leaf surface",Brown Spot,2
"round dark mark, leaf",Brown Spot,2
"brown spot, yellow halo",Brown Spot,2
"dark lesion, yellow border",Brown Spot,2
"oval spot, yellow ring",Brown Spot,2
"brown mark, yellow halo",Brown Spot,2
dark spot with yellow rim,Brown Spot,2
"yellowish halo, brown lesion",Brown Spot,2
"oval brown, yellow surround",Brown Spot,2
"lesion with yellow border, brown",Brown Spot,2
yellow ring around brown spot,Brown Spot,2
"halo effect, brown leaf spot",Brown Spot,2
"small brown spots, paddy leaf",Brown Spot,2
"tiny oval lesion, brown spot",Brown Spot,2
"fine brown marks, leaf",Brown Spot,2
"small dark oval, brown spot",Brown Spot,2
"pinhead brown marks, leaf",Brown Spot,2
"minute brown dots, dense",Brown Spot,2
"small round dark, leaf marks",Brown Spot,2
"fine oval spots, leaf",Brown Spot,2
"small lesions, many, brown",Brown Spot,2
"tiny spots, dense, leaf",Brown Spot,2
spots all over the leaf,Brown Spot,2
"uniform distribution, brown spots",Brown Spot,2
spots on whole leaf blade,Brown Spot,2
brown spots throughout leaf,Brown Spot,2
"dense coverage, leaf surface",Brown Spot,2
"spots from tip to base, brown",Brown Spot,2
brown spots spread evenly,Brown Spot,2
"covering whole leaf, dots",Brown Spot,2
"leaf fully spotted, brown",Brown Spot,2
spots on both leaf surfaces,Brown Spot,2
"tan center, dark brown border",Brown Spot,2
"grey center, brown oval",Brown Spot,2
"lighter center, dark edge, oval",Brown Spot,2
"pale center inside, brown rim",Brown Spot,2
"tan oval, dark brown ring",Brown Spot,2
"center lighter, oval brown spot",Brown Spot,2
"brown lesion, lighter inside",Brown Spot,2
"oval, two-tone brown",Brown Spot,2
"darker edge, lighter center, oval",Brown Spot,2
"concentric coloring, oval lesion",Brown Spot,2
"brown grain, seed discoloration",Brown Spot,2
"discolored grain, brown spot",Brown Spot,2
"black grain surface, brown spot",Brown Spot,2
"grain spotting, brown spot",Brown Spot,2
"brown seed, fungal infection",Brown Spot,2
"dark grain, brown spot disease",Brown Spot,2
"hollow grain, brown spot",Brown Spot,2
"unfilled grain, brown spot",Brown Spot,2
"seed brown spot, black grain",Brown Spot,2
"grain black, brown spot",Brown Spot,2
brown spot after rain,Brown Spot,2
"spots worse, high humidity",Brown Spot,2
brown spot in wet weather,Brown Spot,2
"fungal spots, humid season",Brown Spot,2
brown spot after flooding,Brown Spot,2
dots appear after rain,Brown Spot,2
"spots increase, wet conditions",Brown Spot,2
brown spot in stressed crop,Brown Spot,2
"nutrient deficient, brown spots",Brown Spot,2
"spots worse, potassium low",Brown Spot,2
"older leaves, more spots",Brown Spot,2
"lower leaf, brown spots first",Brown Spot,2
brown spot on older leaf,Brown Spot,2
"spots on second, third leaf",Brown Spot,2
"lower canopy, spotted leaves",Brown Spot,2
"mature leaf, heavy dotting",Brown Spot,2
spots on older paddy leaves,Brown Spot,2
"brown spot, older leaf first",Brown Spot,2
"lower leaves, dense brown dots",Brown Spot,2
"bottom leaves, brown spot severe",Brown Spot,2
"brown dots, leaf",Brown Spot,2
"oval lesion, brown",Brown Spot,2
"yellow halo, brown",Brown Spot,2
"dense dots, leaf",Brown Spot,2
"dark brown, oval",Brown Spot,2
"circular brown, leaf",Brown Spot,2
"many dots, brown",Brown Spot,2
"leaf dotting, brown",Brown Spot,2
"brown spot, dense",Brown Spot,2
black brown dots,Brown Spot,2
oval brown mark,Brown Spot,2
"brown spot, yellow ring",Brown Spot,2
"dots all over, leaf",Brown Spot,2
"grain brown, spot",Brown Spot,2
"leaf blade, brown dots",Brown Spot,2
"dark brown oval, paddy leaf",Brown Spot,2
"round spots, scattered brown",Brown Spot,2
"brown spot lesion, oval shape",Brown Spot,2
"paddy leaf, dense brown spots",Brown Spot,2
"oval dark lesion, yellow rim",Brown Spot,2
"brown spots, small and dense",Brown Spot,2
"uniform brown dotting, leaf",Brown Spot,2
"oval spots, dark brown border",Brown Spot,2
leaf with many brown marks,Brown Spot,2
"grain staining, brown spot",Brown Spot,2
"leaf blade covered, brown oval",Brown Spot,2
"fungal brown dots, paddy",Brown Spot,2
"small oval lesions, brown spot",Brown Spot,2
"dense small marks, brown",Brown Spot,2
"leaf peppered, dark dots",Brown Spot,2
"oval brown patch, leaf",Brown Spot,2
"tiny dark oval, leaf",Brown Spot,2
"circular brown, dense pattern",Brown Spot,2
"brown oval mark, yellow halo",Brown Spot,2
"dark dotting, brown spot disease",Brown Spot,2
"brown spot, grain loss",Brown Spot,2
"oval lesion, brown center",Brown Spot,2
"leaf spotted, brown fungal",Brown Spot,2
"spots on leaf, brown circular",Brown Spot,2
"brown spot, leaf blade",Brown Spot,2
"oval marks, heavy brown",Brown Spot,2
"brown circular lesion, paddy",Brown Spot,2
"leaf covered, oval brown",Brown Spot,2
"tiny brown oval, leaf surface",Brown Spot,2
"spots dense, brown paddy leaf",Brown Spot,2
"small round marks, brown",Brown Spot,2
"brown disease dots, leaf",Brown Spot,2
"dark oval spots, leaf blade",Brown Spot,2
"brown spot marks, paddy",Brown Spot,2
"oval brown, many on leaf",Brown Spot,2
"leaves deep green, healthy",Healthy,3
"leaf blade clean, no spots",Healthy,3
"no marks, healthy leaf",Healthy,3
"uniform green, leaf blade",Healthy,3
"clean green leaf, no disease",Healthy,3
"healthy paddy, green leaves",Healthy,3
"leaf color normal, green",Healthy,3
"no discoloration, leaf",Healthy,3
"leaf surface smooth, no marks",Healthy,3
"green, shiny leaf surface",Healthy,3
"no yellowing, healthy paddy",Healthy,3
"leaf green, no lesions",Healthy,3
"clean leaf, no spots",Healthy,3
"dark green, uniform leaf",Healthy,3
"healthy color, paddy leaf",Healthy,3
"normal plant height, healthy",Healthy,3
"good tillering, healthy paddy",Healthy,3
"upright plant, no disease",Healthy,3
"strong growth, paddy",Healthy,3
"normal growth rate, healthy",Healthy,3
"plant vigorous, no disease",Healthy,3
"healthy stem, no lesion",Healthy,3
"good canopy, healthy paddy",Healthy,3
"normal tiller count, healthy",Healthy,3
"plant growing well, no issue",Healthy,3
"no blast, no blight, healthy",Healthy,3
"no brown spot, no blast",Healthy,3
"disease free, paddy leaf",Healthy,3
"no symptoms visible, healthy",Healthy,3
"no stripe, no lesion",Healthy,3
"no spots, no yellowing",Healthy,3
"leaf clean, no fungal",Healthy,3
"no ooze, no spots",Healthy,3
"no abnormal color, healthy",Healthy,3
"no water-soaked patch, healthy",Healthy,3
"good grain fill, healthy",Healthy,3
"full grain, healthy paddy",Healthy,3
"panicle good, healthy crop",Healthy,3
"no empty grain, healthy",Healthy,3
"grain filling well, healthy",Healthy,3
"normal yield, healthy paddy",Healthy,3
"panicle weight good, healthy",Healthy,3
"healthy panicle, full grain",Healthy,3
"no hollow grain, healthy",Healthy,3
"good grain set, healthy",Healthy,3
"field uniform green, healthy",Healthy,3
"no disease hotspot, field",Healthy,3
"all plants healthy, no disease",Healthy,3
"crop healthy, field visit",Healthy,3
"no blight, no blast in field",Healthy,3
"healthy field, green uniform",Healthy,3
"field inspection, no disease",Healthy,3
"no infected plant, field",Healthy,3
"uniform healthy stand, field",Healthy,3
"no disease sign, crop",Healthy,3
"leaf margin clean, healthy",Healthy,3
"no vein lesion, healthy",Healthy,3
"leaf tip green, healthy",Healthy,3
no water-soaked margin,Healthy,3
"leaf clean, smooth surface",Healthy,3
"leaf waxy, healthy",Healthy,3
"no stripe on leaf, healthy",Healthy,3
"no yellow margin, healthy",Healthy,3
"leaf blade clean, no marks",Healthy,3
"green, no spots, healthy leaf",Healthy,3
"stem healthy, no lesion",Healthy,3
"root healthy, no smell",Healthy,3
"no root rot, healthy paddy",Healthy,3
"no foul odor, healthy root",Healthy,3
"stem green, no damage",Healthy,3
"healthy root system, paddy",Healthy,3
"no stem lesion, healthy",Healthy,3
"root system good, healthy",Healthy,3
"stem normal, no blast",Healthy,3
"root healthy, plant vigorous",Healthy,3
"healthy, no disease",Healthy,3
"green leaf, healthy",Healthy,3
"no spots, healthy",Healthy,3
"disease free, paddy",Healthy,3
"normal growth, healthy",Healthy,3
"clean leaf, healthy",Healthy,3
"no yellowing, paddy",Healthy,3
"no lesion, healthy",Healthy,3
"paddy healthy, green",Healthy,3
"healthy crop, no disease",Healthy,3
"no marks, paddy",Healthy,3
"leaf clean, green",Healthy,3
"healthy, no blast",Healthy,3
"no stripe, healthy",Healthy,3
"no spots, paddy",Healthy,3
"paddy plant, healthy",Healthy,3
"no disease marks, leaf",Healthy,3
"leaf healthy, no spots",Healthy,3
"no blight, healthy paddy",Healthy,3
"leaf green, no marks",Healthy,3
"clean paddy leaf, healthy",Healthy,3
"no abnormality, leaf",Healthy,3
"normal leaf, healthy",Healthy,3
"paddy healthy, no blight",Healthy,3
"leaf, no disease sign",Healthy,3
healthy paddy plant,Healthy,3
"no fungal marks, leaf",Healthy,3
"leaf clean, no disease",Healthy,3
"no bacterial blight, healthy",Healthy,3
"no blast spots, leaf",Healthy,3
"leaf healthy, green uniform",Healthy,3
"no brown dots, leaf",Healthy,3
clean green paddy leaf,Healthy,3
"healthy, no lesion found",Healthy,3
"leaf normal, no disease",Healthy,3
"no ooze, healthy paddy",Healthy,3
"paddy, completely healthy",Healthy,3
"no stripe, leaf healthy",Healthy,3
"no spots, leaf green",Healthy,3
"healthy paddy, no marks",Healthy,3
leaf blade healthy,Healthy,3
"plant healthy, green",Healthy,3
"no water-soaked, healthy",Healthy,3
"no discoloration, healthy",Healthy,3
"paddy field, healthy",Healthy,3
"no disease found, paddy",Healthy,3
"leaf clean, disease-free",Healthy,3
"healthy, leaf green",Healthy,3
"normal paddy, no disease",Healthy,3
"no disease, leaf healthy",Healthy,3
"leaf tip, white necrotic",Bacterial Blight,0
"margin lesion, bacterial",Bacterial Blight,0
"leaf stripe, from tip",Bacterial Blight,0
"yellow to white, leaf edge",Bacterial Blight,0
"blight lesion, margin",Bacterial Blight,0
"water soaked, leaf tip",Bacterial Blight,0
"stripe lesion, vein",Bacterial Blight,0
"leaf margin, water-soaked",Bacterial Blight,0
"bacterial blight, margin",Bacterial Blight,0
"stripe, tip to blade",Bacterial Blight,0
"leaf edge white, blight",Bacterial Blight,0
"margin yellow, blight",Bacterial Blight,0
"pale stripe, leaf blight",Bacterial Blight,0
"blight, white stripe leaf",Bacterial Blight,0
"stripe from tip, blight",Bacterial Blight,0
"leaf tip yellow, blight",Bacterial Blight,0
"white margin, blight",Bacterial Blight,0
"bacterial stripe, paddy",Bacterial Blight,0
"yellow stripe paddy, blight",Bacterial Blight,0
"margin necrotic, blight",Bacterial Blight,0
"blast, leaf spot",Leaf Blast,1
"grey lesion, leaf",Leaf Blast,1
"diamond spot, grey",Leaf Blast,1
"brown rim, grey center",Leaf Blast,1
"grey mark, blast",Leaf Blast,1
"blast spot, diamond",Leaf Blast,1
"eye shape, grey blast",Leaf Blast,1
"blast lesion, grey",Leaf Blast,1
